"book_name","editor","org_name","publisher","publish_date","period","edu_level","category"
"ASP动态网页设计教程","丁桂芝","天津职业大学","中国铁道出版社",,"十一五","本科",
"网络组建与维护","梁锦叶","桂林工学院","重庆大学出版社",,"十一五","本科",
"计算机网络技术基础","李晓桓","昆明冶金高等专科学校","重庆大学出版社",,"十一五","本科",
"数据库基础与应用","杨旭东","武汉职业技术学院","重庆大学出版社",,"十一五","本科",
"计算机网络技术","张颖淳","重庆交通学院","重庆大学出版社",,"十一五","本科",
"计算机文化基础、计算机文化基础实训教程","张颖淳","重庆交通学院","重庆大学出版社",,"十一五","本科",
"ADO.NET数据库访问技术案例式教程","柴晟","成都航空职业技术学院","北京航空航天大学出版社",,"十一五","本科",
"计算机应用基础","彭宣戈","井冈山学院","北京航空航天大学出版社",,"十一五","本科",
"微型计算机维修教程","王永平","北京联合大学","北京教育出版社",,"十一五","本科",
"VisualBasic.NET程序设计","祝铭钰、赵瑛","北京联合大学师范学院","北京教育出版社",,"十一五","本科",
"VisualC#.NET程序设计","丁爱萍","黄河水利职业技术学院","北京教育出版社",,"十一五","本科",
"VisualBasic.NET程序设计","王秀红","济南职业学院","北京教育出版社",,"十一五","本科",
"计算机网络技术","王世辉","青岛远洋船员学院","北京师范大学出版社",,"十一五","本科",
"Oracle基础教程","魏伟","青岛远洋船员学院","北京师范大学出版社",,"十一五","本科",
"VisualC++应用程序开发教程","綦宝声","山东劳动职业技术学院","北京师范大学出版社",,"十一五","本科",
"Flash8.0动画设计基础","胡浩江","山东劳动职业技术学院","北京师范大学出版社",,"十一五","本科",
"可编辑控制原理、应用与实训","夏春茂","天津渤海职业技术学院","北京师范大学出版社",,"十一五","本科",
"C语言教程","孟祥双","天津职业大学","北京师范大学出版社",,"十一五","本科",
"Protel2002教程","刘南平","天津职业大学","北京师范大学出版社",,"十一五","本科",
"单片机实用技术教程","龚运新","无锡科技职业学院","北京师范大学出版社",,"十一五","本科",
"工业PC机实用技术","龚运新","无锡科技职业学院","北京师范大学出版社",,"十一五","本科",
"计算机专业英语(第2版)","卢川英","吉林交通职业技术学院","大连理工大学出版社",,"十一五","本科",
"FlashMXProfessional2004实用教程","洪光","辽宁工程技术大学","大连理工大学出版社",,"十一五","本科",
"微机原理（第4版）","米昶","青岛大学","大连理工大学出版社",,"十一五","本科",
"SQLServer案例教程","杨学全","保定职业技术学院","电子工业出版社",,"十一五","本科",
"VisualC#.NETWeb应用程序设计","杨学全","保定职业技术学院","电子工业出版社",,"十一五","本科",
"计算机网络技术实训教程","史秀璋","北京城市学院","电子工业出版社",,"十一五","本科",
"中文Dreamweaver4/FlashMX/Fireworks4三合一教程","张晓蕾","北京市信息职业技术学院","电子工业出版社",,"十一五","本科",
"计算机维护与维修教程（第3版）","高波、查志琴","常州工学院","电子工业出版社",,"十一五","本科",
"VisualFoxpro程序设计案例教程","周察金","成都职业技术学院","电子工业出版社",,"十一五","本科",
"ASP.NET技术应用教程","邵鹏鸣","番禺职业技术学院","电子工业出版社",,"十一五","本科",
"基于C/S架构的软件项目实训—VB.NET","亓晓静","福州大学","电子工业出版社",,"十一五","本科",
"计算机网络实验技术","石硕","广东轻工职业技术学院","电子工业出版社",,"十一五","本科",
"单片机原理与接口技术","曹天汉","杭州职业技术学院","电子工业出版社",,"十一五","本科",
"计算机网络实用教程","周炎涛","湖南大学","电子工业出版社",,"十一五","本科",
"网站规划建设与管理维护","周学毛","湖南大学","电子工业出版社",,"十一五","本科",
"Windows2003与网络管理","唐华","华南师范大学","电子工业出版社",,"十一五","本科",
"信息技术应用基础","俞光昀","昆山登云科技职业学院","电子工业出版社",,"十一五","本科",
"网络管理与维护","杨尚森","洛阳大学","电子工业出版社",,"十一五","本科",
"数据结构与实训","张红霞","洛阳大学","电子工业出版社",,"十一五","本科",
"Delphi程序设计实用教程","叶核亚","南京工程学院","电子工业出版社",,"十一五","本科",
"“高等学校计算机教材”系列","郑阿奇","南京师范大学","电子工业出版社",,"十一五","本科",
"微机原理与接口技术（","李芷","南京师范大学","电子工业出版社",,"十一五","本科",
"AutoCAD2006(中文版)实用教程","薄继康","宁波职业技术学院","电子工业出版社",,"十一五","本科",
"Web程序设计","汪鑫","上海电机学院","电子工业出版社",,"十一五","本科",
"计算机组装与维护技术","伍旦初","韶关学院","电子工业出版社",,"十一五","本科",
"计算方法（第3版）","吴筑筑","韶关学院","电子工业出版社",,"十一五","本科",
"基于B/S架构的软件项目实训","覃国蓉","深圳信息职业技术学院","电子工业出版社",,"十一五","本科",
"VisualBasic.NET实用教程","佟伟光","沈阳工程学院","电子工业出版社",,"十一五","本科",
"Authorware案例教程","李若瑾","天津师范大学","电子工业出版社",,"十一五","本科",
"操作系统","王路群","武汉软件职业学院","电子工业出版社",,"十一五","本科",
"网络安全技术","钟乐海","西华师范大学","电子工业出版社",,"十一五","本科",
"多媒体技术","陈明","中国石油大学","电子工业出版社",,"十一五","本科",
"动态数据库网页设计与制作","陈学平","重庆邮电学院","电子工业出版社",,"十一五","本科",
"计算机应用基础","杨明广","成都电子机械高等专科学校","电子科技大学出版社",,"十一五","本科",
"Photoshop与三维动画","宋国明","成都电子机械高等专科学校","电子科技大学出版社",,"十一五","本科",
"C语言程序设计","黄迪明","电子科技大学","电子科技大学出版社",,"十一五","本科",
"动画速写","温巍山","常州工学院","东南大学出版社",,"十一五","本科",
"Access数据库实用教程","苏传芳","安徽电子信息职业技术学院","高等教育出版社",,"十一五","本科",
"数据库应用技术（第2版）","铁军","北方工业大学","高等教育出版社",,"十一五","本科",
"计算机维护与维修","曹哲","北华大学","高等教育出版社",,"十一五","本科",
"C++程序设计基础","安志远","北华航空工业学院","高等教育出版社",,"十一五","本科",
"软件测试","赵瑞莲","北京化工大学","高等教育出版社",,"十一五","本科",
"计算机公共基础（第2版）","高林、袁玫","北京联合大学","高等教育出版社",,"十一五","本科",
"计算机网络技术基础（修订版）","尚晓航","北京联合大学","高等教育出版社",,"十一五","本科",
"网页设计与制作(修订版)","周立","北京联合大学","高等教育出版社",,"十一五","本科",
"计算机数学基础","王信峰","北京联合大学","高等教育出版社",,"十一五","本科",
"视频处理软件","曹卫群","北京林业大学","高等教育出版社",,"十一五","本科",
"多媒体技术基础","黄荣怀","北京师范大学","高等教育出版社",,"十一五","本科",
"网页设计与制作","孙振业","北京信息职业学院","高等教育出版社",,"十一五","本科",
"软件工程方法与实训","曾强聪","长沙民政职业技术学院","高等教育出版社",,"十一五","本科",
"计算机硬件技术基础","李桂秋","常州机电职业技术学院","高等教育出版社",,"十一五","本科",
"Web编程实用技术教程","刘甫迎","成都电子机械高等专科学校","高等教育出版社",,"十一五","本科",
"计算机网络技术","王海春","成都航空职业技术学院","高等教育出版社",,"十一五","本科",
"VisualBasic程序设计案例教程","周察金","成都职业技术学院","高等教育出版社",,"十一五","本科",
"微型计算机原理(修订版)","宋汉珍","承德石油高等专科学校","高等教育出版社",,"十一五","本科",
"C语言程序设计","巫家敏","大连东软信息技术职业学院","高等教育出版社",,"十一五","本科",
